photo_id,business_id,caption,label
vwXzYtkJsYueLfUIcnirQQ,g-kHc8aUiec-HncR18c-zQ,,drink
L8FQB93s3HEd8vDMP2W76Q,pSmOH4a3HNNpYM82J5ycLA,,drink
PcsRg91WdkkRGEto1bedGw,pdLlJu-oOdy4gW_6rwuEQQ,Michael Morgan,inside
i3TkU8hJFSANO-YWvGt7dA,MyYNTG5rRJ_T3-RLtGl75w,Pineapple Mango energy tea,drink
8p5B8vFfO3h-8tpCejuY_Q,lO2ResGaRljPnvLhLlQSSg,Drink 110 beers and you too can get your name on their wall....yep my name is on it.,menu
7Lib8fR2Lty50bCHnarqeQ,Y331KeixvXEdcOFaXkI4dQ,Milk tea with boba,drink
5PxTZhJFkAXwy58A-lfYYw,-cDE_lW8Om8w0YIUriXXMg,,drink
yTYV9LhGnejeydy85G-fiA,1VzAL_6Q-BLpmrqFBnV1xA,,outside
pnq2t9gSqNnGekLLoQ8ShA,sj2o49ZCq2iJlZxDNrHDaA,,inside
yDkqGSLzDP4PcdFce8srIQ,FCCnOgjjvwQJBAy3u2fcLA,Beautifully decorated for Christmas,inside
JXUSyj-sfFqysnsIhjBq7Q,kbLMftopyrdxcoKytiCRIg,,food
wyoa31XgcnTE2IWen1h6TQ,tZCa7lmhBDvyObpxBwI69Q,Bright & Happy!,inside
aeX3U1DxihU2u4RBfqkXBA,N8vvl_dRa0R9ooJqWFJ4GQ,Bonefish Grill | Brandon FL,outside
lFbI1LR8239nUddmTTBCMA,VUkBbffnuUpKX9MKRUt4yQ,,drink
14SufF2w_N_A9pNoj48ReQ,GST3wg-wej15vHeCvaXE6w,,inside
6prWUdHVSMP9mVRqx71J_g,SGtB-yzWcFn0laOGaFhdnA,Turkey Melt,food
pqwdxasbs8gXOsPRDrAOZw,5e6Kf-t6_6CxhZrtTDy-7A,"Not trying it would be a crime! Our Outlaw Ribeye is bone-in, well-marbled, fire-grilled, juicy, and delicious.",food
j2L_Q_Pg4L8hUO2d5tt-SA,KkHWGJefR2IqYAii9MgQIA,Menu,menu
iGECZcQk-sgKGck2IsIiLg,OL-HrleTKJ_HfIWW810S-g,,drink
HraO5ptQx4pxpo6okphHIg,Z43-i4rxY0w1yqqZFzUXOg,,menu
sKq2CBnX1DRXidhh6_vNNA,wcsGUJIf16NXYu187CANWg,"Italian Margarita made with Jose Cuervo Especial Silver tequila, triple sec and amaretto.",drink
eOx8swMXc5u0U4USXKK6YQ,gqCHiQ0OiDkARDQzlEFUiA,Proof you can do this -- even in flip flops. lol,outside
msICXwNoEU6U8WZ0ljJRMQ,zbhID412Pg3zXd_t3mswpg,,menu
IoETO3bJRCH2MY25Hwm4yg,uvGfk8eirExWR-B9zsIN5Q,T-shaped building includes the central food hall,outside
H9PnZLDYVOhfE6rY6c03LQ,hpCQiWEocCSWm0EQt0sLVw,Carne Asada Arepa with cheese and salad,food
Ns3F5ZFduSftk5fkbj-RYg,YxRqBrepifOBU7KO4b4BDg,Enjoy our Patio,outside
K5DcEyEmY5F9jnJpuPaDyg,R3rHtD5-NW-iEzZ9ETlsUA,,outside
OU0p9ErRDhLY8napp6ZdHg,7gaW40r-IZfLjcOFCXKCjg,Assortment of fresh pressed juices,drink
1D50LGTXsiG6WvIAtHFxjA,IS3h8_4gL_IbmpVTKDB3LA,,inside
z_rXw3nTtyaMugiC3s5Cdg,QCsVilspu6TxuwZMUTabFQ,Having a party for their Anniversary Weekend and trying the Revision REVENGE.  It's good.  Like the Blonde Ale better though.,drink
ysSifMQ28cllfOiB7WUCIQ,pXVGayL-fCoAMci3G1dRzA,Bar seating,inside
a72Gr7Bxv9eIPGYLhqkShQ,JenLzyNp71P2MpLAFq_G6g,,inside
75l5oIIW5NBQSRsslxUEMQ,Q1hBOIqr_p6MRnMLawz6cA,Charred Cauliflower,food
9MleiahxMWANzA58cHXisQ,x8AQIEjSqsW0z4vRyBetbw,Special Highballs,drink
2k5Ck3qhryG7vIHeOuC0hQ,0X5TTmfBPPY98Ra2CcSw0Q,,food
q3l-IQ91XWs3LwRsRepfcA,V2eacssT61mmkMaZ0B35lA,,food
rfiLmstOqNBVeFVa9J64Rg,tb-XPa3yRsHrETdQBjjVew,"Crepe with strawberries, cream and chocolate sauce",food
ERMSRRgJjbBaW-wpcjXQmw,uiHQEL5RQHSbZhSQDnGW4Q,,outside
ZFtvhzzdjPz6DMSsSBvINA,VrWzytKQgHexwesxRvfH7A,"8. Steam dumpling or fried dumpling 
bola de masa de vapor o salsa frita",food
csyTckyKAz1D03PVsSECuA,5QOyl9vCU7z9wYyIsZggNg,,inside
o9A6YtmgvmMkz-cGmR8_qQ,h4VyN6sZLqgJ6LBp0P6VPw,,drink
rjNFiRni_IIUhNMkMVJP_A,c8wnPWZJvsgei2O9PE71Mw,,food
vLQPfUSipTE5gBYxA6CXdA,XYjlZTXifIjpAbPW33tCXw,Strachan's - Dunedin,outside
hUde7JLQvoW2GGH8nTqy_A,j2-ZBur0SBm8l9NkRKS0HA,Ladies restroom,inside
LWON0GvWwXO6Q5SzaS_o7Q,stAPGCcWDJkNWA5u3nqa8Q,Lunch menu,menu
XVRyiWgJBvr-v5k8gmKTgg,fk2yCFXGvy4t-Xliz_o6LQ,,food
8oijyPybwg-ZQVHSkR8B4Q,_6p_j0UL7ST3b2nvHw82eA,Vanilla iced latte,drink
tYaiuPEiRqm1cz28BxwFfw,4m7vEeu5waLIaCsfOguGZw,The famosu fried ice cream!!!,food
KLbUMUWBaQlxVMB2-rBNTg,50mfwRz6WA20SS3E080uTg,,outside
JlZv6E5cBUpeLqlEmhNQGA,Zm3X8i9GsYaxdWHlI-WQwg,Traditional Vietnamese Coffee! Must try!,drink
tea1Dr4G1EvpARaMWrUTCg,MmDwOS74IeHja_v4jzfAgQ,,drink
Ge02AaCMZrkb8VAB1RCq1w,FCCnOgjjvwQJBAy3u2fcLA,,inside
C7Wa4gh_AGSQuRW8j2cO3Q,MI7cUsPiQGYQRuQmn3MbtA,Sign out front,outside
lOsDXEJH7e5avthixAcnVA,bWMpAxTtVKpNfuVK7xMjQg,Freeing my mind...#LatteLove,food
wM2v7UEyUo86bDyMklRFdw,8CbJAKgVEALPbYcQTzhkvA,,inside
St-iw6pyGmjDt1YBdRdopg,jkGQQ4_LgJx3hwPtCFkzbQ,The Melting Chocolate Truffle Heart Cake & Shake,food
3L2KidwcS00EABI8sNR0YQ,Fqu9rcO01satJfng4ODy_g,Fall into the Spirit,drink
4Bo1HJhpzuptj5pyqwQTFA,OSfJufsdaYaLsBZu_HKzXA,Mixed together kalbi dolsot bibimbap,food
LClC57-bvrPZ_uXidOIQew,05GLPgaqx5y4H9dBU6CP2w,Outside patio seating and their signature maui mule,outside
WcQ2bRl1Z3qqFWVtHqvQFQ,PHqeN9MKNA_TfIUfmpBeRw,Dessert and bubbles,drink
zy7GL6KizJepXSdHcsZX_g,Znr5C75iByDDIk7C6wqgsA,,drink
_rn0Z_Vm7ca8Ezjc2GVJeA,fEFCglnS2V7MzqoxBoJVWA,"The way we were -- dining area, kitchen, and ordering areas.",inside
HisJ1q4oibF6AiTLtEv0iQ,MbzgGsMQpGyVrUJXi_Jw0Q,That 11 am Sunday Brunch rush,outside
KgY-QKDQ4DKVcUP1IXchIw,24f-qQokEN2UvBNHMWLm3A,Frontage,outside
vrMOP2aeey9HyrKtxxVF8g,DhLIjn4oZHB0qzdlM5baFA,,drink
irQoYPWGPbG9tRditQmmUQ,Ch3Rdfe9YebfKWVL-Bpd_g,Metro Diner outside sign.,outside
qWsIZqcqZWVyyJ_swBMg2Q,lFxPP7RKBqLf8B-DyM5Ulw,Can't get enough of Jimmy's grilled octopus amazing!,food
IgBNIFQ2aVYIbdG7T_nJzQ,6Y61FisC5lEVxLEaMzyUUQ,Bar,drink
fszvO7GHA1qJXnzT9KVqug,QrO4-F28JK4mQLP3eDbQ0A,New Orleans Inspired Cocktails,drink
LJH4AolVE2bOmk-tVdIEwQ,yLh19zRsOYbs2ukRTEhkpA,Pouring rain but we stayed dry!,outside
pGXbx2_YIcuNkc-Jy3z_LQ,cg0aMiX7521r-NlNA5aGRg,Lunar new year,inside
7e1G9caQCLkpuVSK-KcCFw,Y57sylYCgq2VQJuBCnjPfA,Rooftop patio,outside
yJsaZOJftuDjfoOY9DTYoQ,jCyQknyt1mkMTBw60-ABUw,McDonald's in Wilmington,outside
JW4nC2PziMTjlBqMyoVIAA,fiIoC-QwgqOBbeL7NPu0bA,,outside
kYl_R8YEZm1JzRksUvCBtw,S07dMpp8f9x7etbGW1L0QA,,inside
4ubJS58wgVBR-KzNGhJevw,cZnS2iTmPY6V58YqHiARxQ,,inside
ycOxCrphLtWEBoFFaPyEjw,n6GeIePXC0G3eS8UPGvloQ,Chops Plaza,outside
uEQclZZiRR-2GtxK4KH-jQ,IQvlszd2ct8tY9jF1vCJ4w,Outside,outside
LlESsVbS-iLoa0ToaqrScg,dF0N_SLXe6TUa4CfQ42LYA,A magical night at Neo Soul Cafe,inside
relypF1H2j_ptdgmmAmPSA,PQWm36WjJFS0u-KgoHZVcQ,,drink
JH33JjpWiMx3XGDxnluIUQ,4nt8j6hmwVfMnmcVARbUIg,,drink
_csp9M39ju1tnaDV7TFEcA,TV81bpCQ6p6o4Hau5hk-zw,,inside
duBMBzJTesWJWXkDc21SIg,E_wwKdlWHnjpuEpiOMKPfg,,outside
Sinnn0i2RdiExQn_OHlgOQ,_WMPvLy9AWk9NoymKpkfhg,,food
NIxz0dudZPs4YaNkZJBM6w,WTac09yyrmBDc5uvExV4yw,Culinary tour: Lame chops and scallops,food
XONHDXWhhsXagsVvFmpOOQ,thaxF2Bnvu29xdXCf57ULw,Tiramisu,food
0H5_2noWoiVqaqPKLmG6hA,bLnC1_-Kd_Z5qhHNQXCUfQ,Large Thai Tea with Boba,drink
uFKnP_2PfIPoB49QyVZ5vg,VvQEU1BuLoctkPlOTKm0SQ,,menu
wXeqDpsMc1UWpO3bcnr-AQ,BXpLIJbMuWZ939foxtInTg,Queso fundido,food
xuETGu4yI6LI8YEL-jT6qA,utUdOwhOK7bnleFIT8lxpA,"EuroTart with cherry, pineapple, blueberry, kiwi, strawberry topped with caramel and chocolate sauce",food
5Day657mrWZM3Jz2EnP7gQ,33BCnuP8VxmFzolIdgWmdQ,,drink
A8jlECOVisdaU5vJttThVg,El_2Cxuq4hxqrmlg_5nzzA,,food
HFYgpJEndoM_8rK4ntxwxg,m23YTgIVALszrdDu8BPm-g,,drink
Sy7boxJP95xroi3c5Evclg,I8lz3u94Y-dWft5fVN3IIA,Kiwito,drink
tZITFnE-wdJOZaF3ugxKaw,fApb6LKfOdy5u7MP0hsHKg,,inside
YLubXtWtQDXSnfcmQze7LA,OG-vHuB3pficHseRdHygZQ,,food
tPkCpmnts9EfiYsjV8mSUw,WQ1oZ11HbYL7K7kj62ttAw,Catering info,inside
PRcMrSlaAZxzL9XLCvm5tw,c8BFvdscjkhieg0C_rx6vg,,outside
nTVL_4puV_xZ5pjFa0GYkw,3llOqyXdPRc29xo5qvXOMw,,inside
xBljmzKGWO-fHHhFaNjEYg,oo37sVFYkBTxyPqDpu6WPw,,outside
-FBHEwJpG-MdVp07WQ1OdQ,uZYBF0YTU_iKq4_L_PDtMQ,Zaytoon vibes,outside
t22OnhKbpiE-b-EzASTTSA,kjhIbW8NKRvXmLDwz7lzhw,"Michael Ray sang a few songs on the day his new album, Amos, was released.",inside
aa_mBwD8UaP3ms3MULEHww,p53SiXpHqRKjOIys9G5WKg,Wedding ceremony,outside
IKCLfcw_y2RVpOBtFYGNIA,GliX6K0W09wTS7VqEmcYgw,The Unbelievables- Now through Jan. 6,inside
dykI0-71sRV8hpJ4QvYaXA,b6kCTSH1kHtfcHxUTm2odA,,drink
5t5K_tpDtRBT7KvH8wjwsQ,3uFbY8sz2hRj-uOgXOfBww,,outside
rTBmx0pDMl3o97GZ_LMevQ,P1DkSlegzHKdxJAXe0QevA,,food
lxZDCiTGakR_ShqUnLcX1Q,9uRj85PviKNiMCYPwiJyIw,Relax outdoors on the canopy-covered waterfront patio and bar.,outside
cogzrV_fRPhr0zXc-zDSgg,SBtjW_pKw3XaOKtKAavWZg,,inside
UB9teVp0DZvNjeEz6pXM9A,3WC1k7yP7WSBTl-HBP26zA,6.00 combo,drink
SlPknpNAJOUrm3eGsQZY_w,tGHdmDBPOR_vWoHSRFICcQ,,outside
aiKSrvdeZaft5K7wSGpfPg,m2xX6hXy6xj4rIemZkntMw,,inside
LnM0DYf7ZXGBNWHny-PoCw,gGmqCZtOAUUqWLUJiL-Ydg,,drink
V2-ffsjpkbPPmTC-iGYptQ,ow7hDGkfVJH65nniXH1a0g,,outside
XAJdWpUBjKUPKlSKBXEZ4A,SzfTqvO-ldzmh4LA5luKUg,The Dark Room: Open Air Concert series  https://www.thedarkroomstl.com/open-air/,inside
ZhbpE81Ux2Gw6-zy8s90_A,ZAZljXWLdWUhTSAkO8qdXg,,inside
4l4MaQlBxpeWbg9hYb1tYA,lAs8Of4nxvJ30uCz_hPtVw,Front.  No changes.,outside
ZNHHZqjenusGoFVdBzbw1Q,_c72muPOhnfUqLRBNIAAcQ,,food
qnLr69iUBQvOCqRLtxJgIw,_YBO94Lo1uCC-FfOmKNpvQ,Margaritas,drink
g-CMs_J-WYc33GdzPQh0Nw,pYyShHmDznH4b67OTuMmWA,Rittenhouse Square Location.,outside
rdAG7TqsiBJ75pHy-I9X4A,-b3VxSmRw1Qot8dtDLdluQ,Tropical Green Smoothie,drink
PTCRMp03st1s9frlt8uRMg,ZLhu-sAejh5yGd8aV9zcGQ,Tamarind margarita,drink
45yDMVq8UaSan3mhqvFxaA,RsZFGqDyTUk9kEJzVLWHdQ,,menu
KL1P3dDpQc817d9ufBAVlg,YNjyv0gfOr2g8lbmUpTnKg,Frozen Rose'..for light weight drinkers.,drink
OLw40Hm4B0tMED5ZhLExdg,Ppy-UN5RptIog4AvNnAM-g,,inside
ooX5MJRjUCkBhlaFkmjVHg,G1nix5cIWx3Jla8xZG-xAA,Blanco,outside
arE0DSFhhrRfFhvMvZAPAA,xexO4AreHYE4JQTg6OlIeA,,outside
ixtCrBWjvtchyZZ3cinNdw,BG_azyCQg7WzEpzZPsn15A,"Have you tried Cotton Candy Grapes? If not, you better grab you some at this Raley's location. It is so delicious.",outside
mZ_NkQ4RmujXajxuuyMFYA,8j3blTZChklt3j89jxx0fw,Beers are top notch for May pole,drink
rWS6M91Jjby-UdMa8EANPA,EYs_T4NU2BbaUF7vUDI55Q,,menu
58VUawbsPE3A25wQlU0QdQ,tnPjcpTSdCZB7LGoH1ZjuQ,Philly cheesesteak on a waffle,food
Gy0A-PV3ukeJzhaHur3hHg,zNBtF87cr_uzqloqWdO34g,Menu,menu
UsTi6_rmE6ea10bH1SFZkA,3ldp8B52AOzNSFnPMAY0ww,,inside
WiA9BdUfUQ9NGWNCFv_o_A,_FQ-nrR--8Q1O1sYxefNug,,inside
qMwzv5FkUasuVNkD6OeBsQ,I8lz3u94Y-dWft5fVN3IIA,Chocolate Peanut Butter Bombe with Rosé Champagne,drink
j3GzlRHnsKoLU4IPwAk8kg,JVDkpFxbc_j49Wvxk5CtVA,,inside
kjh046-_5oGz8wXzzuaADA,V7PzZzhM8HAFX6sNmadNuA,Butternut squash don't you dare to miss it!,food
RGSxiU4AI2xGhrirvFuaag,5l846geLhOhMHqi4LdgtjA,,inside
ZVlb31hcZOdcmu1_z3WJow,llx_S8wac2y_0pNRRAwZ7g,,inside
D2QsjlIzNN6jVVE-BlrFzw,dChRGpit9fM_kZK5pafNyA,,inside
2ri1vFhT0-m77MWqhrszuA,Ci1PRoUcsNGbwTib3_vV7A,strawberry shortcake cupcake,food
owenH6kzsD2kt1EQ_RwrEA,B0397faPVb3o0WcAzGDKjA,,outside
lzyYIF1HqJBuJO_qHQ4GxA,jtDTN8JfNk1vl2uLb2nHpw,Located across the parking lot from the Boise Co-op.,outside
r3Px9PRF8WL5IP_IJsah9A,XBlwldJfMJPzgEatHKFx8w,,inside
jhFJ1BUCtOKkJjoPN9q-oQ,wrgtmWOkq1FwnlSgl6QcJg,"""website photo"".",inside
mC_RcP0SDlJjeWl9stDIeQ,WFDDTJDZsgX_OkbUSEXMUg,Ruby Tea(Black Tea),drink
LXkB4lSQB03iSYy9SCL7Dw,6a4gLLFSgr-Q6CZXDLzBGQ,Banana dessert-- forgot the name but it's like an elevated banana cream pie+banana foster hybrid. BOMB,food
Fko4mHHS4bQAD9xIyNQA4g,Bm-NlFiZWMCwmmz9B_rlCA,Frosé! I come here specifically for this: You can mix all the flavors too.,drink
ivhEVcaTz-v1EwW7KUEI2w,LeLMuWFcXRiduL4ga4eAxQ,Salsa Wall,menu
Aw6NIVi1TZxRMLWBlX39PA,xEaNFfbt5V3evb7H2XFX-A,Saison. Nice glassware.,drink
06Uhaq6KgAIBzb-K8sEn-Q,l4NMUdcG70fpwpp36wpnvw,,food
_-55xclHvpooWSxzSR8YoQ,d4Hl350mJEFnOgGpivkNpA,Beautiful Interior of the Art Museum and Chez Louie,inside
jOsjhX2Bk6W6Hq3hBgumow,cm2FwmHNxg9LCzOFdwEJSQ,,outside
47djcbPoPuDJ38ntUEy9Vg,JPBxQ3qN5apD1SRTmUn46Q,,drink
bF-HVVOPsw9tsU0LSi4q4g,5caby3KSDLzSm7OMKdiang,Butter Cake with Vanilla Haagen-Dazs,food
PNxyE4Rjx1gf7xvrze9lMw,6NFKMheqAVk9Sa2hqssAMw,,outside
KSabwI0Jh5imhDRdNSsEJQ,AyJV8HdltxPgcHclmCgQeg,,inside
Rm6hOCzBX1GimhEYLZN2Xw,HF4Oh0KDTYo6xvf_JCoybQ,Very chill atmosphere,inside
_vOat9LtqljXJ1mNKk_oEA,926oG2NU50cXm1T_i2q30A,,food
yAfA7vYPVPWTqrFM80q4Ag,61q-hsw2f57aIpwTvSPP6A,,outside
v6oSAE7nqqroh63Wu5RV8w,fWABYDe4AZEkfeNJIu7CTg,,inside
xkxamVDblsHGy4kRDEA05Q,BiBwdFcG0ynK50_g7zJTOg,Great menu! Create ur own salad or pick from one of their classics!,menu
foGamK0oa8NPZWp_yeWHQA,1fGaY2WlGv2l4as6UkMFrg,Backyard BBQ with Ivy Aurora,outside
cB_vDW5cBTINnfkXGoUfyw,yK2F2XBum1UdJz3o24mK2w,,outside
4sdW8k2mZFufVQcwf7uSsw,guZdmpNVnkO5ukrF2ONSwQ,,outside
pJohBvOdM6FnE4nntqfUxg,dDU-0EW4Asx-RnM-vULFQw,,drink
3UhXD5FHhatVLaXgbONfMA,mNQ9EW7k1eRaPhoM25TuaQ,Lemon Poppyseed,food
O4bHTabML1MCGroHR4m3GQ,ZhA88ILcgEP9DNwZDx7f0A,Shots,inside
0Xcr-Vf8kvTUmdFCWQNU5g,kbUeqMV5NzSHVVzJURSuBA,,food
T1GmJLbp5LRtMjBQgeWQ8A,GsFtDtTkw-1nO4GXdGDrNg,,drink
BAUoJRbuy4OylpEh1zmCJg,8eipnZSadL3OcXGBtDIiRA,,inside
fp9KXhdLu24IKSUAN7bfzw,WKCTgYenpI-0uWruy1Gh0Q,,drink
D_I3W6Hm9Rdr8UyTYl95tA,fKvPZFJtkPGsWmJR4XSGzg,,drink
7yXZzPZqGSxyArvi4em8Hw,IhrTLL6az3q192ik4P05IQ,Check out this place and tell Bob we sent you!,drink
aTs_ScnOkIFfbErot1lA1w,o2i4AvqF6Q9lWK-wksxzuw,"Exterior, from inside the mall",outside
PMLRf--RXPHpFlPJ7nU4kg,u7_3L1NBWgxhBM_B-cmmnA,"""Nutella"" pizza. What the heck is this? I wonder if the person who prepared this was angry. It tasted awful.",food
hFd0Sh0PcDMKuB0O_e4VBg,cuYMRqzehT24XJk-YSrExw,Front of House,inside
-YMuv3bP1CcIffHS2dLytQ,vV00GT_L1_fJYbLg_yEIxg,I would like to thank all the people from SOUTHEAST BAPTIST CHURCH. Thank you for supporting Indy's Famous Grill  I appreciate your business,outside
QAAz-S0c6JCM7VBKcV1Jeg,u7uFQCoHFtBKCtbWUm6yZw,Dining Room,inside
4m13yH73VfMPzq472rYR0Q,qfWJmJ0g96eM_fWma3ja0g,,inside
aiCsAfUoYu0rl1xV41nmvw,XRkkeKwTq08ufxFfFZnAkA,,food
Od6vztYBTocwxUaYm5DpuQ,bP8UcyrWB_8jVv5Wfaolag,,outside
pdQCpSqbUoFKwsi1R0Bqpw,jnZYD2UCGziWwGsUxybkFw,Daredevil Hall Lift Off IPA Mural left side,menu
I9W0I3GKBL1MamuLsLxZ8w,my8iGnzOiOO3__WCuRRlbQ,,food
pPC5PHd5VeLEMabx-1E_ug,I_3LMZ_1m2mzR0oLIOePIg,,outside
RhC7TNmFvbR9GWrlrl5dsA,x1I58oHA51FzfmJJ6Avd-w,,food
gmA8UPc0e58eZl8y94v90A,65wbUrdLo5IdslsnAmWmJA,22oz dry aged CAB bone in rib-eye,food
2H0GLA2nQCqJuZGvl2DpiQ,qDkbudGRfmJvf7trQZea4g,,inside
eTzWXLQ5vd1nWtzy0RM0lw,FUFtZP1_VgwOe-HZAaMXKA,,food
mV4j829g7qaIgyMZcJM1SQ,-mitV3FhrCz3m2wk8ldKDg,Peanut butter milk stout,drink
lJNY9ImeNjcoGF6-fECpZw,fQbT2skNJPvNDIhLHmcYKA,Lunch Special,menu
Z4oWCIpGGOUHBUDv9Abq0A,erg0XE7bvGIomaiPTjYFGA,"still open 24 hours a day, 365 days a year",inside
rMki5zZLHcTKJlaKXUWy5Q,1b5mnK8bMnnju_cvU65GqQ,"Plenty of opens seats, but long line. Love the Nashville sign",inside
2Ghtvvksslf5NB29giAYtw,yUpc_zF_lw_Fqi0gDTFwjQ,The sweetheart roll,food
4V033u4VnfA_4HBB_g8EBg,05ev984NYfimRN0UiFrxaA,"Sicilian Lemonade: house made limoncello, fresh mint, lime.",drink
tSPmjvu17oZxhCbJ5ZuAxA,2px6TBM430hX0T49rm95yQ,,drink
Oig83q94pY9JTVV40_kI8g,Xv5QKR3DMOhIS4V187yj2Q,,drink
-H9G_N7zOG3VJ13dP_rhUg,YSgcojsb2kWHXNLWaGCuBA,Ca'Furlan Prosecco was crisp and delicious :-) :-),drink
hWtAEPqfWE1w4vT6g1R6Og,_6K0l9oY5ETQuA4rb6CunQ,,food
BIE-6I09krY2LtNk6ujF5g,h5jnFlvF55kDWC_GGlKMAQ,Brunch Menu,menu
YVg2y2Tg5EwtXQHoiTbSGA,ME7nOO4hHoCwkbssGqsyPA,,inside
KVyNtLGCwK0iETkDrb_NKw,-RckAAIJ-_KH0AzqrekYuw,,inside
4L3BZ9KR7E8uMFjDQqGggA,Ih6qAkEQRgk6zsaGTz5HUQ,,inside
i-oOaN9u3pihaTNdNMSu7Q,M4oZTPqahz06_HOoXfxCsA,Beautiful weekend to dine outside with flowers in bloom,outside
Z3DRmSQz9UffOLNHVFnwFQ,Q71q-s-BDPn-WCic7lMLtw,Masks for sale by a local via Venmo $10 each,inside
ZgDmcufNR_Ke8OwRNGVhow,-lX4ufgPLYubI8rVxNM31w,The fountain is in an outdoor area of the restaurant and the water changes colour,outside
5YV_KjlytAMCFK5uMW0-ew,oGDGlUbOjHxmmCh8ZYcDCg,Beets & burrata,food
ZjZnu2hFPuPLENRnsCousg,KSYONgGtrK0nKXfroB-bwg,,outside
8NACx81CupxOy1moIetxsQ,TvFCWy_ktWlqIMOVX03BuQ,,inside
C8EvUFQB4j8iMFq9Pxo8_w,q9HeBXQBnXgThOa9DPIhAw,,drink
G3BZh5dyMbhbdX8YdVOvVw,GXFMD0Z4jEVZBCsbPf4CTQ,,menu
UvrG1UFkz_cduMyT5vPi9Q,75FY8ZQx5nOWP0VFmNvWfw,,food
em57Hp5UVjpzFN_DDFstWg,1DxIGnI4mDDJyeIPkHemnw,Whole buttermilk fried chicken carving station,inside
yen7VI3OLxDDvKMwJw7BYg,nk9t5dqNGaBCnX73kNiz1A,,inside
CCOstKtdgD3VTWrYdsIuhg,luYd10r7vsGoVVVYDG4HZQ,,outside
Xen8KpLjSS0IQI4TTDnJuQ,w36zl9LgmR7x61NbsodCZA,I heard that had fresh produce and it's true!,inside
XfWtZdgma_s6LgByqpGmqw,Jubq4o59PS1Q3vyxBgrtQw,,food
p_oHf1AuT0WIrJBJAMkf1Q,2vst1dN-NCO7HSBuD-q2fg,,food
hCm9NGSKaQrjWTCam6aLVQ,KyDcAU41QDQpYAFyK6Q6hg,Jawn & cookie dough bites combined to make a unique alternative to a birthday cake. Big hit!,food
YBrusJdiqkcVl3CY6AifBQ,DfYamqDQNS1RnzeWjOcGPg,,outside
